"v1","v2","v3","v4","v5","v7_1","v7_2","v7_3","v7_4","v7_5","v7_6","v7_7","v7_8","v8","v9_1","v9_2","v10_1","v10_2","v10_3","v10_4","v10_5","v10_6","v10_7","v10_8","v10_9","v10_10","v10_11","v10_12","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22_1","v22_2","v22_3","v22_4","v22_5","v22_6","v23","v24","v25","v28","v29","v31","v32","v33","v35","v36","v37","v38","v9_3"
2,1,1,1,1,1,0,1,0,0,0,1,0,700,2,0,1,1,1,1,1,0,1,0,1,0,0,0,4,5,5,5,4,0,4,0,3,0,0,0,0,1,1,1,0,4,0,2,1,1,6,0,2,2,1,1,3,120
3,1,2,1,1,1,0,0,0,0,0,0,0,700,3,0,1,1,1,1,1,0,1,0,0,1,0,0,4,5,4,5,2,0,4,0,0,3,0,0,0,0,0,1,0,3,0,3,1,1,6,0,16,16,1,2,3,180
5,1,1,1,1,1,0,0,0,0,0,0,0,1300,4,0,1,1,1,0,1,0,1,1,1,0,0,0,2,5,5,0,2,0,4,1,1,0,0,0,1,0,0,1,0,1,0,3,1,1,5,0,2,2,1,2,3,240
4,1,2,1,1,1,0,0,0,0,0,0,0,620,5,0,1,1,1,1,0,0,1,0,1,1,0,0,3,5,5,5,0,0,4,0,2,2,0,0,1,0,0,1,0,3,1,2,1,1,6,0,5,5,0,1,3,300
3,1,1,1,1,1,0,0,0,1,0,1,1,499,6,0,0,1,1,1,1,0,1,0,1,1,0,0,0,5,5,5,1,0,4,0,3,2,0,0,1,1,1,0,0,3,1,4,1,1,7,0,8,8,0,1,3,360
5,2,1,1,1,1,0,1,1,1,0,1,1,1000,1,30,1,1,1,1,1,0,1,0,1,1,0,0,3,5,5,4,2,0,4,0,3,3,0,0,1,0,1,1,0,3,0,3,1,1,5,0,16,16,1,1,3,90
3,1,2,1,1,1,0,1,1,1,0,1,1,1100,2,0,1,1,1,1,1,0,1,0,1,1,0,0,3,5,5,5,2,0,4,0,2,2,0,0,1,0,0,1,0,2,0,3,1,1,6,0,15,15,1,2,3,120
8,1,1,1,1,1,0,1,0,0,0,1,0,300,8,0,1,1,1,1,0,0,1,0,1,1,1,0,3,5,5,3,0,0,5,0,3,3,2,0,0,0,0,1,0,3,0,3,1,1,5,0,4,4,1,1,3,480
3,2,1,1,1,0,1,1,1,1,0,1,0,500,2,0,1,1,1,1,1,1,1,0,1,1,0,0,2,5,5,3,3,3,4,0,1,2,0,0,0,1,1,0,0,1,0,4,1,1,7,0,1,1,1,1,1,120
4,2,2,1,1,1,0,0,0,0,0,0,0,2000,2,0,1,1,1,1,1,1,1,1,0,1,0,0,4,5,5,5,3,2,4,1,0,3,0,0,1,1,0,0,0,3,0,2,1,1,7,0,9,9,0,1,1,120
5,1,1,1,1,0,1,1,0,1,0,0,1,400,2,0,1,1,1,1,1,1,1,1,1,0,0,0,3,5,5,5,3,NA,4,NA,2,0,0,0,0,0,0,1,0,4,0,2,1,1,4,0,17,17,1,2,2,120
5,1,1,1,1,1,0,0,0,0,0,0,0,701,2,0,1,1,1,1,1,1,1,0,1,1,0,0,1,5,5,4,3,3,4,0,3,1,0,0,0,0,1,1,0,3,0,3,1,1,7,0,9,9,1,2,3,120
3,1,2,1,1,1,0,1,1,0,0,1,1,650,3,0,1,1,1,1,1,0,1,1,1,1,0,0,2,5,4,3,3,0,4,3,2,1,0,0,1,1,1,1,0,2,1,3,1,1,4,0,12,12,0,1,3,180
5,1,2,1,1,1,0,1,1,1,0,1,1,500,4,0,1,1,1,1,1,0,1,1,1,1,0,0,4,5,5,5,4,0,4,3,3,2,0,1,1,0,0,0,0,4,0,3,1,1,7,0,15,15,1,2,2,240
5,1,1,1,1,1,0,1,0,1,0,1,1,1600,4,0,1,1,1,1,1,0,1,1,1,1,0,0,5,5,5,5,2,0,4,1,2,2,0,1,1,0,0,1,0,2,0,4,1,1,7,0,1,1,1,2,3,240
3,1,1,1,1,1,0,1,0,0,0,0,0,700,5,0,1,1,1,1,1,1,1,0,1,1,0,0,4,5,5,5,2,2,4,0,2,2,0,0,1,1,1,0,0,2,1,4,1,1,6,0,5,5,1,1,3,300
5,1,2,1,1,1,0,1,0,1,0,0,1,1450,5,0,1,1,1,1,1,0,1,1,1,1,0,0,3,5,5,3,3,0,5,1,3,2,0,0,1,0,1,1,0,1,0,2,0,1,7,0,15,15,0,1,3,300
3,1,2,1,1,0,1,1,0,1,0,1,1,399,1,30,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,2,3,5,1,1,3,0,0,1,0,1,0,0,4,1,3,1,1,6,0,9,9,0,1,3,90
4,2,1,1,1,0,1,1,0,1,0,1,1,299,2,0,1,1,1,1,1,0,1,1,1,1,1,0,5,5,5,5,4,0,4,3,3,2,2,1,0,0,1,1,0,3,1,2,1,1,6,0,1,1,1,1,2,120
7,2,1,1,1,1,0,1,0,0,0,0,0,1300,2,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,4,4,2,3,4,3,3,NA,0,0,0,0,1,1,0,3,1,3,1,1,6,0,19,19,1,2,8,120
3,1,2,1,1,1,0,1,0,1,1,0,0,999,3,0,1,1,1,1,1,1,1,1,1,1,0,0,4,5,5,5,3,2,4,1,1,3,0,0,1,1,1,1,0,3,1,3,1,1,6,0,9,9,0,2,3,180
5,2,2,1,1,1,0,0,0,0,0,0,0,1100,7,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,3,2,3,4,2,2,2,3,1,0,0,1,1,0,2,0,3,0,1,6,0,9,9,0,2,3,420
6,1,1,1,1,0,1,0,1,0,0,1,0,399,0,25,0,1,1,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,3,1,1,4,0,2,2,1,1,4,25
6,2,2,1,1,1,0,1,0,0,0,1,1,1700,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,4,0,0,1,1,1,1,1,0,3,1,3,1,1,6,0,2,2,1,1,2,180
4,1,2,1,1,0,1,0,0,0,0,1,1,600,0,20,1,1,1,0,0,0,0,0,1,0,0,0,4,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,NA,0,1,4,0,2,2,0,1,2,20
7,1,1,1,1,1,0,1,0,0,0,1,0,999,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,3,0,13,13,1,2,8,120
5,1,2,1,1,1,0,0,0,0,0,0,0,1500,3,0,1,1,0,0,0,0,0,0,1,1,0,0,4,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,3,0,1,4,0,9,5,0,2,2,180
6,1,1,1,1,1,0,1,1,0,1,1,1,1700,6,0,1,1,1,0,0,0,0,0,0,1,0,0,2,5,4,0,0,0,0,0,0,4,0,0,1,0,1,1,0,3,1,2,1,1,4,0,9,9,1,1,3,360
5,1,1,1,1,1,0,1,0,0,0,0,0,2200,6,0,0,1,1,1,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,5,0,0,1,1,1,1,0,3,0,2,1,0,4,0,5,5,1,1,2,360
6,1,1,1,1,0,1,1,0,0,0,0,1,299,0,30,0,1,1,0,0,0,0,1,1,1,0,0,0,4,4,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,1,1,0,4,0,9,9,1,2,2,30
6,1,1,1,1,1,0,1,0,0,0,0,0,800,0,30,1,1,1,0,0,0,0,0,1,1,0,0,3,4,5,0,0,0,0,0,4,1,0,0,1,0,1,1,0,3,0,1,1,1,6,0,1,1,1,1,3,30
7,1,2,1,1,1,0,0,0,0,0,0,0,1300,0,45,1,1,0,1,0,0,0,1,1,0,0,0,3,5,0,5,0,0,0,2,4,0,0,0,1,0,0,0,0,3,0,1,1,1,4,0,2,2,1,2,2,45
5,1,1,1,1,1,0,0,0,0,0,0,0,835,1,0,1,1,1,1,0,0,0,0,1,0,0,0,4,5,3,4,0,0,0,0,4,0,0,0,1,0,0,1,0,3,0,3,1,0,4,0,2,2,1,2,2,60
7,1,1,1,1,1,0,0,0,0,0,0,0,1000,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,2,5,0,0,0,0,3,4,0,0,1,0,0,1,0,2,0,2,0,1,3,0,1,1,0,1,2,60
6,1,1,1,1,1,0,1,0,0,0,1,0,400,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,5,4,5,0,0,0,2,4,0,0,0,0,1,1,1,0,3,0,2,1,1,4,0,10,10,1,2,2,120
4,1,2,1,1,1,0,1,0,1,0,0,0,500,2,0,1,1,1,1,0,1,0,0,0,0,0,0,4,5,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,6,0,16,16,0,1,3,120
4,1,2,1,1,0,1,1,1,1,0,1,1,1500,2,30,1,1,1,1,0,0,0,0,1,0,0,0,4,5,3,5,0,0,0,0,4,0,0,0,1,0,1,1,0,3,1,1,1,1,4,0,15,15,1,1,3,150
3,1,1,1,1,1,0,0,0,0,0,0,0,100,3,0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,5,5,0,0,0,0,4,4,0,0,1,0,1,1,0,2,0,4,1,1,6,0,5,5,1,1,2,180
3,1,2,1,1,1,0,0,0,0,0,0,0,550,3,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5,5,5,0,5,0,0,0,3,0,0,0,1,1,1,0,3,0,4,1,1,6,0,9,9,0,1,3,180
6,2,1,1,1,1,0,0,0,0,0,0,0,1250,4,0,1,1,1,1,0,0,0,0,0,1,0,0,5,5,3,4,0,0,0,0,0,4,0,0,1,1,0,1,0,4,0,2,1,1,3,0,2,2,1,1,3,240
4,1,1,1,1,1,0,1,0,0,0,0,0,699,5,0,1,1,1,0,1,0,0,0,1,0,0,0,4,5,5,0,1,0,0,0,4,0,0,0,1,0,1,1,0,3,1,3,1,0,6,0,9,9,1,2,3,300
6,1,1,1,1,1,0,0,0,0,0,0,0,1500,5,0,1,1,1,1,0,0,0,0,1,0,0,0,3,5,5,2,0,0,0,0,5,0,0,0,1,0,1,1,0,3,1,2,0,1,5,0,5,5,0,2,3,300
6,2,2,1,1,1,0,1,0,0,0,1,0,1000,6,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5,5,5,3,0,0,5,0,0,0,0,1,0,1,1,0,3,0,3,1,1,6,0,3,3,0,1,3,360
3,1,2,1,1,1,0,0,0,0,0,0,1,900,6,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,1,0,3,1,3,1,1,5,0,10,8,0,1,1,360
7,1,1,1,1,1,0,1,0,0,0,0,0,499,8,0,1,1,1,1,0,0,0,0,1,0,0,0,2,5,3,4,0,0,0,0,5,0,0,0,1,1,0,1,0,3,0,3,0,0,4,0,1,1,1,1,1,480
8,1,1,1,1,1,0,1,1,1,0,0,1,550,NA,NA,0,1,1,0,0,0,0,1,1,1,0,0,0,5,4,0,0,0,0,NA,5,NA,0,0,1,0,0,0,0,3,0,3,1,1,4,0,NA,NA,1,1,3,NA
3,1,2,1,1,0,1,1,0,1,0,1,1,299,0,30,0,1,1,0,1,0,0,1,1,1,0,0,0,5,5,0,3,0,0,4,5,4,0,1,0,1,1,0,0,2,0,2,1,1,7,0,9,9,0,2,3,30
6,1,1,1,1,1,0,1,0,0,0,1,0,1300,0,40,1,1,1,1,0,0,0,0,1,1,0,0,3,5,5,5,0,0,0,0,2,5,0,1,1,0,1,1,0,2,0,3,1,1,5,0,2,2,1,1,3,40
3,3,2,1,1,1,0,0,1,1,0,0,1,2500,1,0,1,1,1,0,1,1,0,0,1,0,0,0,3,4,4,0,3,5,0,0,2,0,0,0,1,1,1,0,0,1,1,2,0,1,5,0,17,20,0,2,1,60
7,1,1,1,1,0,1,1,1,1,0,0,1,200,1,0,1,1,1,0,0,0,0,1,1,1,0,0,3,4,3,0,0,0,0,4,2,2,0,0,1,0,1,1,0,3,0,3,1,1,6,0,1,1,1,2,3,60
4,1,2,1,1,1,0,1,0,0,0,0,0,499,1,0,1,1,1,0,1,0,0,1,0,1,0,0,3,5,5,0,3,0,0,4,0,4,0,0,0,0,0,0,0,1,0,4,1,1,7,0,5,5,1,1,3,60
7,2,1,1,1,0,1,1,0,1,0,0,0,200,2,0,1,1,1,1,0,0,0,1,1,0,0,0,1,5,5,3,0,0,0,NA,4,0,0,0,0,0,0,0,0,3,0,1,1,1,5,1,16,16,1,1,1,120
5,1,1,1,1,1,0,1,0,0,0,0,0,400,2,0,1,1,1,0,0,0,1,1,0,1,0,0,2,4,5,0,0,0,NA,NA,0,5,0,0,1,1,1,0,0,1,1,4,1,1,7,0,1,1,1,1,3,120
4,1,2,1,1,1,0,0,0,0,0,0,0,1000,2,30,0,1,1,0,1,0,0,1,1,1,0,0,0,5,5,0,5,0,0,2,4,5,0,0,1,1,0,1,0,2,0,4,1,1,6,0,2,1,0,1,3,150
5,1,1,1,1,1,0,0,0,0,0,0,0,NA,2,30,1,1,1,1,0,0,0,0,1,1,0,0,5,5,5,5,0,0,0,0,5,3,0,0,1,1,1,1,0,3,1,1,0,1,4,0,12,12,1,1,3,150
3,2,2,1,1,1,0,0,0,0,0,0,0,499,3,0,1,1,1,1,0,1,0,0,1,0,0,0,4,5,5,1,0,3,0,0,4,0,0,0,1,0,0,1,0,3,0,4,1,0,6,0,15,17,0,1,2,180
5,2,1,1,1,1,0,0,0,1,0,0,0,1000,3,0,0,1,1,1,1,0,1,0,1,0,0,0,0,5,5,5,1,0,3,0,4,0,0,1,1,0,0,0,0,4,0,2,1,1,4,0,10,10,1,1,3,180
5,2,2,1,1,1,0,1,0,0,0,0,0,3050,3,0,1,1,1,1,0,0,0,1,1,0,0,0,3,4,4,4,0,0,0,2,4,0,0,0,0,0,1,0,0,3,0,2,0,1,3,0,2,2,1,1,1,180
2,1,1,1,1,1,0,1,0,0,0,0,1,380,3,0,1,1,1,1,0,0,0,0,1,1,0,0,3,5,2,5,0,0,0,0,5,2,0,0,1,0,0,0,0,3,1,2,1,1,4,0,17,17,1,2,3,180
4,1,1,1,1,0,1,1,0,1,0,1,0,450,3,0,1,1,1,1,0,0,0,1,0,1,0,0,4,5,5,5,0,0,0,2,0,4,0,0,1,1,0,1,0,3,0,3,1,1,7,0,13,13,1,2,3,180
5,1,1,1,1,1,0,1,0,0,0,0,0,599,3,0,1,1,1,1,0,0,0,1,0,1,0,0,5,5,4,4,0,0,0,4,0,3,0,1,0,0,1,1,0,3,0,1,1,1,6,0,9,9,1,2,3,180
3,1,1,1,1,1,0,1,0,0,0,1,1,599,3,0,1,1,1,1,0,0,0,0,1,1,0,0,3,5,5,5,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,3,1,1,6,0,19,19,1,1,3,180
5,1,2,1,1,1,0,1,0,1,0,1,0,1399,3,0,1,1,1,1,0,0,0,1,1,0,0,0,4,5,5,5,0,0,0,4,3,0,0,1,1,0,1,0,0,3,0,3,1,1,6,0,5,5,1,1,3,180
2,1,1,1,1,1,0,1,0,1,0,0,0,599,3,30,1,1,1,1,0,0,1,0,0,1,0,0,3,5,5,5,0,0,4,0,0,5,0,0,0,0,0,1,0,3,1,3,1,1,4,0,20,20,1,2,2,210
5,1,1,1,1,0,1,1,0,1,0,1,0,600,4,0,1,1,1,1,0,0,0,0,1,1,0,0,2,5,5,5,0,0,0,0,3,4,0,0,1,1,1,1,0,3,0,3,1,1,6,0,2,2,1,2,2,240
3,2,1,1,1,1,0,1,0,0,0,0,0,600,5,0,0,1,1,1,0,0,0,1,1,1,0,0,0,5,5,5,0,0,0,2,2,5,0,0,0,1,0,1,0,3,0,3,1,1,6,0,2,2,1,1,3,300
6,1,2,1,1,1,0,0,0,0,0,0,0,600,6,0,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,5,2,0,0,0,4,0,0,0,1,0,1,1,0,3,0,1,0,1,4,0,6,6,0,2,2,360
4,1,2,1,1,1,0,0,0,0,0,1,1,1700,6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,5,5,5,0,0,0,0,5,3,0,1,1,1,1,1,0,1,0,3,1,1,4,0,16,16,1,1,3,360
4,1,1,1,1,1,0,1,0,0,0,1,1,1600,8,0,1,1,1,1,0,0,0,0,1,1,0,0,2,5,5,5,0,0,0,0,5,1,0,1,0,0,1,0,0,NA,1,3,1,1,6,0,16,16,1,1,2,480
4,1,2,1,1,1,0,1,1,1,0,1,1,1000,15,0,0,1,1,0,1,0,0,1,1,1,0,0,0,5,5,0,1,0,0,1,5,3,0,1,1,0,0,1,0,1,1,4,0,1,7,0,5,5,1,1,3,900
5,2,1,1,1,1,0,0,0,0,0,0,0,599,NA,NA,1,1,1,0,0,0,0,1,1,1,0,0,5,5,3,0,0,0,0,5,4,3,0,0,0,0,0,1,0,3,0,3,1,1,5,0,1,2,1,2,1,NA
7,1,1,1,1,1,0,0,0,0,0,1,1,499,NA,NA,1,1,0,1,1,0,0,1,1,0,0,0,4,5,0,4,2,0,0,5,4,0,0,1,1,0,0,0,0,4,0,2,0,1,4,0,1,1,1,1,2,NA
4,1,2,1,1,0,1,1,0,0,0,0,0,300,0,10,1,1,1,0,1,1,0,0,1,1,0,0,5,5,5,0,3,5,0,0,3,5,0,0,0,1,1,0,0,3,0,3,1,1,7,0,1,1,1,1,3,10
6,1,1,1,1,1,0,1,0,1,0,0,1,777,0,10,1,1,1,0,0,1,1,0,1,1,0,0,5,4,4,0,0,4,3,0,3,2,0,0,1,1,1,0,0,3,0,4,1,1,4,0,1,1,1,1,2,10
5,2,1,1,1,1,0,1,1,1,0,1,1,500,1,0,1,1,1,1,1,0,0,0,1,1,0,0,5,5,5,3,2,0,0,0,5,2,0,1,1,1,1,1,0,2,1,2,1,1,5,0,2,2,1,2,3,60
6,2,1,1,1,1,0,0,0,0,0,0,0,850,1,0,1,1,1,0,0,1,0,1,1,1,0,0,3,5,4,0,0,5,0,2,2,3,0,0,1,0,1,1,0,2,0,2,1,1,4,0,2,2,1,1,2,60
7,2,1,1,1,1,0,0,0,0,0,0,0,899,1,0,1,1,1,0,0,1,0,0,1,1,1,0,3,5,5,0,0,4,0,0,5,3,NA,0,1,0,1,1,0,4,1,3,1,0,3,0,2,2,1,1,2,60
8,1,1,1,1,0,1,0,1,1,0,0,1,408,1,0,1,1,1,0,0,1,1,0,1,1,0,0,2,4,4,0,0,1,4,0,4,3,0,0,0,0,0,0,0,3,0,3,0,1,6,0,20,20,0,2,2,60
6,1,1,1,1,1,0,1,0,1,0,1,1,499,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,5,NA,1,1,4,0,0,5,0,0,0,1,1,0,1,0,2,0,NA,1,1,1,0,16,16,1,2,8,60
4,1,1,1,1,1,0,1,0,0,0,0,0,699,1,0,1,1,1,1,1,0,0,0,1,1,0,0,4,5,5,4,3,0,0,0,3,4,0,1,1,1,0,1,0,3,0,3,1,1,6,0,2,2,1,1,3,60
6,1,2,1,1,1,0,1,0,0,1,0,0,699,1,0,1,1,1,1,1,0,0,0,1,1,0,0,3,5,4,4,1,0,0,0,5,5,0,0,1,0,0,1,0,3,0,2,1,0,3,0,10,10,1,1,2,60
5,2,2,1,1,1,0,0,0,0,0,0,0,200,1,30,1,1,1,1,1,1,0,0,1,0,0,0,5,5,5,5,2,5,0,0,3,0,0,0,1,0,1,1,0,3,NA,3,1,1,6,0,5,5,0,2,3,90
3,1,1,1,1,1,0,1,0,1,0,0,1,1000,1,30,1,1,1,1,1,1,0,0,1,0,0,0,4,5,4,5,3,2,0,0,4,0,0,1,1,1,1,0,0,3,0,3,1,1,6,0,9,9,1,1,3,90
8,1,1,1,1,0,1,1,1,0,0,0,1,NA,1,30,1,1,1,1,1,0,0,1,1,0,0,0,3,5,3,5,1,0,0,1,4,0,0,0,0,0,0,0,0,4,0,3,1,1,5,0,1,1,1,1,2,90
7,1,1,1,1,0,1,1,1,1,0,1,0,NA,1,30,1,1,1,1,0,0,0,1,1,1,0,0,4,5,4,4,0,0,0,4,4,3,0,0,1,0,0,1,0,3,0,3,1,1,6,0,1,1,1,2,2,90
6,1,1,1,1,1,0,1,0,0,0,0,0,NA,1,30,1,1,1,1,1,1,0,0,1,0,0,0,5,5,5,5,2,5,0,0,NA,0,0,0,1,0,0,1,0,1,0,1,1,1,6,0,2,2,1,1,3,90
6,2,1,1,1,1,0,1,0,0,0,0,0,499,2,0,1,1,1,0,1,0,0,1,1,1,0,0,1,5,5,0,2,0,0,5,4,4,0,0,0,0,0,1,0,3,0,3,1,1,6,0,2,2,1,2,2,120
5,2,2,1,1,1,0,1,0,0,0,1,0,1300,2,0,1,1,1,1,1,0,0,1,1,0,0,0,5,5,3,3,4,0,0,2,4,0,0,0,1,1,1,1,0,3,0,3,1,1,6,0,15,15,0,1,2,120
6,2,1,1,1,1,0,1,0,0,0,0,0,1500,2,0,1,1,1,1,0,0,0,1,1,1,0,0,3,5,4,3,0,0,0,1,5,3,0,0,1,0,1,1,0,3,0,3,1,1,4,0,15,15,1,1,1,120
4,1,1,1,1,0,1,1,1,0,0,1,1,398,2,0,0,1,1,0,1,1,0,1,1,1,0,0,0,5,5,0,3,5,0,3,3,5,0,0,1,1,1,1,0,2,1,1,1,1,6,0,14,14,1,1,3,120
3,1,1,1,1,0,1,1,1,1,0,0,0,100,2,0,0,1,1,1,1,1,0,0,1,1,0,0,0,5,4,3,3,2,0,0,4,2,0,0,1,0,0,1,0,4,0,3,1,1,6,0,15,15,1,1,3,120
5,1,1,1,1,1,0,1,1,0,0,1,1,400,2,0,1,1,1,1,1,0,0,0,1,1,0,0,5,5,5,5,2,0,0,0,5,3,0,0,1,1,0,1,0,2,0,3,1,1,4,0,1,1,1,1,2,120
4,1,2,1,1,1,0,1,1,0,0,0,1,499,2,0,1,1,1,1,1,0,0,0,1,1,0,0,5,5,5,4,5,0,0,0,4,4,0,0,1,0,1,1,0,2,0,3,1,1,6,0,14,14,1,2,2,120
6,1,1,1,1,1,0,0,0,0,0,0,0,602,2,0,1,1,1,1,1,0,0,0,1,1,0,0,2,5,3,4,1,0,0,0,4,4,0,0,1,0,1,0,0,3,0,3,1,1,5,0,9,9,1,2,3,120
5,1,1,1,1,1,0,1,0,0,0,0,0,700,2,0,1,1,1,1,0,1,0,1,1,0,0,0,4,5,5,4,0,5,0,1,2,0,0,0,1,0,0,1,0,3,0,1,1,1,4,0,9,9,1,1,3,120
8,1,1,1,1,1,0,0,0,0,0,0,0,772,2,0,1,1,1,1,1,0,0,1,1,0,0,0,1,5,3,5,1,0,0,2,5,0,0,0,1,0,1,0,0,4,0,1,1,1,4,0,15,15,1,2,2,120
4,1,2,1,1,1,0,0,0,0,0,1,1,799,2,0,1,1,1,1,1,0,0,0,1,1,0,0,4,4,5,5,3,0,0,0,3,5,0,0,1,1,1,1,0,1,0,3,1,1,6,0,9,9,0,1,3,120
5,1,2,1,1,0,1,1,0,0,0,0,0,850,2,0,1,1,1,0,0,0,1,1,1,1,0,0,3,5,5,0,0,0,5,1,5,3,0,0,1,0,1,0,0,2,0,3,1,1,6,0,1,1,1,2,3,120
3,1,2,1,1,1,0,0,0,0,0,0,0,1000,2,0,1,1,1,1,0,0,1,0,1,1,0,0,5,5,5,5,0,0,3,0,2,4,0,0,1,0,1,1,0,4,0,4,1,1,6,0,4,4,0,1,3,120
5,1,1,1,1,1,0,1,1,0,0,1,1,1300,2,0,1,1,1,0,1,0,0,1,1,1,0,0,1,4,4,0,1,0,0,1,4,4,0,0,1,1,1,0,0,1,0,2,1,1,7,0,5,16,1,1,1,120
4,1,2,1,1,1,0,0,0,0,1,0,0,1399,2,0,1,1,1,1,0,0,0,1,1,1,0,0,5,5,5,2,0,0,0,1,3,4,0,1,0,0,1,1,0,3,0,3,0,1,6,0,16,16,0,1,2,120
5,1,1,1,1,1,0,0,0,0,0,1,0,2100,2,0,1,1,1,1,0,0,0,1,1,1,0,0,4,5,4,5,0,0,0,1,4,3,0,0,1,0,0,0,0,3,0,4,1,1,5,0,2,2,1,2,3,120
1,1,1,1,1,1,0,1,0,0,0,0,1,NA,2,0,1,1,1,1,1,0,0,0,1,1,0,0,2,5,4,4,2,0,0,0,4,1,0,0,0,1,0,1,0,2,1,2,0,1,3,0,2,2,1,2,2,120
4,1,2,1,1,1,0,1,0,0,0,1,0,NA,2,0,1,1,1,1,1,1,0,0,0,0,1,0,5,5,5,5,5,4,0,0,0,0,4,0,1,1,1,1,0,3,1,3,0,1,6,0,2,2,0,2,3,120
2,1,1,1,1,0,1,1,1,0,0,0,1,NA,2,0,1,1,1,1,1,0,0,0,1,1,0,0,3,5,4,4,3,0,0,0,4,2,0,0,1,0,0,0,0,3,1,3,1,1,4,0,16,16,1,1,3,120
4,1,2,1,1,1,0,1,0,0,0,0,0,800,2,30,1,1,0,1,1,0,0,1,1,1,0,0,4,5,0,5,1,0,0,1,4,1,0,0,1,0,0,1,0,1,0,1,1,1,5,0,5,5,1,1,1,150
3,1,2,1,1,0,1,1,0,1,0,1,1,NA,2,30,1,1,1,1,0,0,1,0,1,1,0,0,4,5,5,5,0,0,5,0,4,3,0,0,1,1,1,0,0,3,0,3,1,1,6,0,2,2,1,1,2,150
2,1,1,1,1,0,1,1,0,1,0,0,1,60,3,0,1,1,1,1,0,0,1,0,1,1,0,0,3,5,5,5,0,0,1,0,4,3,0,0,1,0,1,1,0,2,0,4,1,1,3,0,2,2,1,1,3,180
4,1,1,1,1,0,1,1,0,0,0,0,0,400,3,0,1,1,1,1,1,1,0,0,0,1,0,0,5,5,5,5,3,3,0,0,0,5,0,0,1,0,0,1,0,2,1,4,1,1,7,0,16,16,1,1,3,180
3,1,2,1,1,1,0,0,0,0,0,0,0,500,3,0,0,1,1,1,1,1,0,1,1,0,0,0,0,5,5,5,2,2,0,3,5,0,0,0,1,1,1,1,0,2,0,4,1,0,6,0,1,1,0,1,3,180
5,1,1,1,1,1,0,0,0,0,0,0,0,500,3,0,1,1,1,1,1,0,0,1,1,0,0,0,3,4,3,4,4,0,0,2,4,0,0,0,1,0,0,1,0,3,0,3,1,1,6,0,2,2,0,2,3,180
5,1,1,1,1,0,1,1,0,0,0,0,1,599,3,0,1,1,1,1,0,0,0,1,1,1,0,0,1,5,5,4,0,0,0,1,5,1,0,1,1,0,0,1,0,3,1,2,1,1,5,0,2,2,1,1,3,180
5,1,1,1,1,1,0,1,0,0,0,0,1,700,3,0,1,1,1,1,1,0,0,0,1,1,0,0,5,5,5,4,2,0,0,0,3,4,0,0,1,1,0,0,0,2,1,3,1,1,6,0,1,2,1,2,1,180
6,1,1,1,1,1,0,0,0,0,0,0,0,870,3,0,1,1,1,0,0,1,0,1,1,1,0,0,5,5,5,0,0,3,0,1,3,5,0,1,1,1,1,1,0,3,0,2,1,1,5,0,2,2,1,1,3,180
4,1,1,1,1,1,0,1,0,1,0,1,1,900,3,0,1,1,1,1,1,0,0,0,0,1,1,0,5,5,5,5,5,0,0,0,0,5,5,0,1,0,1,1,0,3,0,3,1,1,6,0,2,6,0,1,3,180
4,1,2,1,1,1,0,0,0,1,0,1,1,1000,3,0,1,1,1,1,0,1,0,0,1,1,0,0,5,5,5,5,0,5,0,0,5,5,0,0,1,1,1,1,0,3,1,1,1,1,5,0,10,10,1,2,3,180
2,1,1,1,1,1,0,1,0,1,1,0,1,1000,3,0,1,1,1,1,1,0,0,0,1,1,0,0,5,5,5,4,2,0,0,0,4,2,0,0,1,1,0,1,0,2,0,3,1,1,4,0,15,15,1,1,3,180
5,1,1,1,1,1,0,0,0,0,0,0,0,1200,3,0,1,1,1,0,1,1,0,0,1,1,0,0,5,5,5,0,1,2,0,0,5,3,0,1,1,0,1,0,0,3,0,3,1,1,6,0,1,1,1,1,3,180
